"Step","env_name: puzzle-4x4-play-singletask-v0 - evaluation/success","env_name: puzzle-4x4-play-singletask-v0 - evaluation/success__MIN","env_name: puzzle-4x4-play-singletask-v0 - evaluation/success__MAX"
"100000","0","0","0"
"200000","0.005","0","0.02"
"300000","0","0","0"
"400000","0.015","0","0.06"
"500000","0.025","0","0.1"
"600000","0.015","0","0.04"
"700000","0.005","0","0.02"
"800000","0.005","0","0.02"
"900000","0","0","0"
"1000000","0","0","0"
