"Step","env_name: cube-double-play-singletask-v0 - evaluation/success","env_name: cube-double-play-singletask-v0 - evaluation/success__MIN","env_name: cube-double-play-singletask-v0 - evaluation/success__MAX"
"100000","0","0","0"
"200000","0","0","0"
"300000","0.005","0","0.02"
"400000","0","0","0"
"500000","0.005","0","0.02"
"600000","0","0","0"
"700000","0.01","0","0.04"
"800000","0.025","0","0.06"
"900000","0.005","0","0.02"
"1000000","0.01","0","0.04"
