"Step","env_name: cube-single-play-singletask-v0 - training/actor/g_norm_mean","env_name: cube-single-play-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: cube-single-play-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: puzzle-3x3-play-singletask-v0 - training/actor/g_norm_mean","env_name: puzzle-3x3-play-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: puzzle-3x3-play-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: humanoidmaze-medium-navigate-singletask-v0 - training/actor/g_norm_mean","env_name: humanoidmaze-medium-navigate-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: humanoidmaze-medium-navigate-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: antsoccer-arena-navigate-singletask-v0 - training/actor/g_norm_mean","env_name: antsoccer-arena-navigate-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: antsoccer-arena-navigate-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: puzzle-4x4-play-singletask-v0 - training/actor/g_norm_mean","env_name: puzzle-4x4-play-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: puzzle-4x4-play-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: humanoidmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean","env_name: humanoidmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: humanoidmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: antmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean","env_name: antmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: antmaze-large-navigate-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: cube-double-play-singletask-v0 - training/actor/g_norm_mean","env_name: cube-double-play-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: cube-double-play-singletask-v0 - training/actor/g_norm_mean__MAX","env_name: scene-play-singletask-v0 - training/actor/g_norm_mean","env_name: scene-play-singletask-v0 - training/actor/g_norm_mean__MIN","env_name: scene-play-singletask-v0 - training/actor/g_norm_mean__MAX"
"22000","4.639467239379883","4.368436813354492","4.808536052703857","26.030686378479004","24.962356567382812","26.810129165649414","0.40682610124349594","0.3933897316455841","0.42846164107322693","0.4674384482204914","0.4476143419742584","0.4834463596343994","36.354522705078125","35.668800354003906","37.629364013671875","0.2986085042357445","0.27625927329063416","0.3112752437591553","0.3306288868188858","0.2679477632045746","0.40882062911987305","6.721851468086243","6.3517632484436035","7.27925443649292","8.393912860325404","8.150503158569336","8.60908317565918"
"24000","4.636139154434204","4.4821271896362305","4.973060607910156","26.021695613861084","25.2557315826416","26.736230850219727","0.45622219517827034","0.4249074459075928","0.4769778251647949","0.5147767923772335","0.4859882891178131","0.5381531715393066","36.720481395721436","35.372859954833984","38.07295608520508","0.32744069024920464","0.3022725284099579","0.33896103501319885","0.3583754189312458","0.3173317611217499","0.414216011762619","6.886193931102753","6.590527534484863","7.166914463043213","8.462146077837263","8.268280029296875","8.766841888427734"
"26000","4.613583326339722","4.3380279541015625","4.747114658355713","26.091416120529175","24.74092674255371","26.91510581970215","0.5116255655884743","0.46313023567199707","0.5384879112243652","0.5603438764810562","0.534893810749054","0.5942829847335815","36.9914870262146","36.62636184692383","37.81774139404297","0.37129655480384827","0.3483618199825287","0.38983631134033203","0.3704479932785034","0.33399543166160583","0.4192574620246887","6.713820397853851","6.308363914489746","7.219173431396484","8.543174471173968","8.29215145111084","8.698619842529297"
"28000","4.702137649059296","4.492842674255371","4.972531318664551","26.546953916549683","25.060941696166992","28.119489669799805","0.5431643202900887","0.5113873481750488","0.5695368051528931","0.5953256860375404","0.5611345767974854","0.6243566274642944","36.998950481414795","35.64921188354492","38.96417236328125","0.41270508989691734","0.40059778094291687","0.43576526641845703","0.37703632935881615","0.3400774896144867","0.4195948541164398","6.485990822315216","5.950206279754639","6.751819133758545","8.728309222630092","8.567418098449707","9.135344505310059"
"30000","4.6155219078063965","4.513238430023193","4.877519130706787","25.772570371627808","25.102632522583008","26.796340942382812","0.5859582349658012","0.5656343102455139","0.6206219792366028","0.602232038974762","0.5782636404037476","0.6300355792045593","36.940425872802734","36.4493293762207","37.719390869140625","0.43930916488170624","0.4121975600719452","0.4762905240058899","0.40187298133969307","0.36463528871536255","0.4330608546733856","6.6020185351371765","6.051145076751709","7.031733989715576","8.795829500470843","8.472800254821777","9.178889274597168"
"32000","4.543827593326569","4.34266996383667","4.675954341888428","26.14427614212036","25.297805786132812","27.386981964111328","0.6171912252902985","0.5977571606636047","0.6480249762535095","0.6195236295461655","0.5950901508331299","0.6387736201286316","37.22360944747925","35.78631591796875","38.791481018066406","0.475059162825346","0.4454500675201416","0.5022779703140259","0.4093520939350128","0.38501444458961487","0.43767914175987244","6.769473850727081","6.247903347015381","7.072358131408691","8.869424547467913","8.607527732849121","9.067188262939453"
"34000","4.66776317358017","4.467648983001709","4.793508052825928","25.71722912788391","24.51996421813965","26.277883529663086","0.6377321407198906","0.611666202545166","0.667966365814209","0.6080404818058014","0.5915650129318237","0.6227664947509766","37.332051277160645","35.79872512817383","38.46792221069336","0.49124880135059357","0.473864883184433","0.5111674070358276","0.4416705556213856","0.4304327070713043","0.4571942389011383","6.669562518596649","6.455081462860107","7.027920722961426","8.721927506583077","8.574243545532227","8.931796073913574"
"36000","4.525370836257935","4.333364963531494","4.801770210266113","25.573089122772217","24.878738403320312","26.088226318359375","0.6519706025719643","0.6350575685501099","0.6888675093650818","0.6034396886825562","0.5888702273368835","0.6257781982421875","37.357656478881836","35.460975646972656","38.245849609375","0.5118304081261158","0.4923439919948578","0.5387825965881348","0.4553583636879921","0.43950510025024414","0.48598581552505493","6.614908576011658","6.321721076965332","6.917161464691162","8.791586875915527","8.467264175415039","9.058034896850586"
"38000","4.5029536485672","4.18355655670166","4.855483531951904","25.355433225631714","24.639095306396484","25.943241119384766","0.6680198162794113","0.6418446898460388","0.690356433391571","0.6011162772774696","0.5680747032165527","0.6286022067070007","36.74680233001709","35.946876525878906","37.54682922363281","0.5348177403211594","0.5245484709739685","0.5509986877441406","0.47153622657060623","0.45043522119522095","0.4974546432495117","6.754387080669403","6.4425811767578125","7.151681423187256","8.728516442435128","8.400628089904785","8.985114097595215"
"40000","4.5084604024887085","4.17122220993042","4.886760234832764","25.31481671333313","24.687118530273438","25.85469627380371","0.6812625899910927","0.6458500027656555","0.7090984582901001","0.6080100536346436","0.5819770693778992","0.6231977343559265","36.53581762313843","35.12446975708008","37.635684967041016","0.5433714613318443","0.5224888324737549","0.5658968091011047","0.4915282055735588","0.47286492586135864","0.5161001682281494","6.981888711452484","6.785744667053223","7.161412239074707","8.726590429033552","8.359905242919922","9.12415885925293"
"42000","4.435977399349213","4.152932167053223","4.822568893432617","25.157053232192993","24.182697296142578","26.18100357055664","0.6897935643792152","0.6537333726882935","0.7208828330039978","0.619688555598259","0.588962972164154","0.6474236845970154","36.520748138427734","34.89582061767578","37.770877838134766","0.5560896173119545","0.5368042588233948","0.5685749053955078","0.5179608054459095","0.48960551619529724","0.551063597202301","6.804541170597076","6.49872350692749","7.317047119140625","8.747774532863072","8.44102668762207","9.30317211151123"
"44000","4.4029035568237305","4.176776885986328","4.773288726806641","24.7712881565094","23.88625144958496","25.9222469329834","0.6918630599975586","0.6707159876823425","0.7138224840164185","0.6266977712512016","0.5965027809143066","0.6494742631912231","36.5791130065918","35.152435302734375","37.987693786621094","0.5702886283397675","0.5510997176170349","0.6038873195648193","0.5312754511833191","0.5041899085044861","0.5588029623031616","6.798842430114746","6.461008548736572","7.0582780838012695","8.826853615897042","8.545672416687012","9.13127613067627"
"46000","4.483447849750519","4.284816741943359","4.619192600250244","24.90056872367859","24.151599884033203","26.104263305664062","0.6833821088075638","0.6547151803970337","0.7078667283058167","0.6307392418384552","0.6123106479644775","0.6716894507408142","36.3012170791626","35.37604904174805","37.38572692871094","0.5866847559809685","0.5686825513839722","0.605151355266571","0.5428571552038193","0.5149370431900024","0.5658403038978577","6.842896342277527","6.246985912322998","7.341482639312744","8.751715387616839","8.450401306152344","9.270979881286621"
"48000","4.396351456642151","4.313827991485596","4.553336143493652","24.714332580566406","23.597043991088867","25.813282012939453","0.6856227368116379","0.6592685580253601","0.7216518521308899","0.6374568194150925","0.6222365498542786","0.6590428352355957","36.4958119392395","35.66275405883789","38.218997955322266","0.5927664935588837","0.5699682235717773","0.6201877593994141","0.5552530512213707","0.5291169881820679","0.569667398929596","6.751847565174103","6.463855743408203","7.013674259185791","8.857249123709542","8.598155975341797","9.277985572814941"
"50000","4.397680401802063","4.237698078155518","4.513383388519287","24.707716703414917","23.763900756835938","25.394006729125977","0.6799196228384972","0.6446233987808228","0.7047850489616394","0.6372179985046387","0.6168819665908813","0.6647579073905945","36.5203013420105","36.13246536254883","37.14339828491211","0.598167173564434","0.5595289468765259","0.6151968240737915","0.5699427500367165","0.527327835559845","0.5944520235061646","6.859011352062225","6.479268550872803","7.148842811584473","8.868804114205497","8.55334758758545","9.326828956604004"
"52000","4.364996671676636","4.200014114379883","4.556721210479736","24.484941482543945","23.822980880737305","25.148677825927734","0.6806398332118988","0.6508268713951111","0.6969372630119324","0.6436149701476097","0.6271135210990906","0.659486711025238","36.42793416976929","35.713863372802734","37.54886245727539","0.6108454018831253","0.6011127829551697","0.6250748634338379","0.5849045738577843","0.5619890689849854","0.6020475625991821","6.906965911388397","6.6788010597229","7.255679607391357","8.852158546447754","8.599343299865723","9.268305778503418"
"54000","4.328211605548859","4.110389709472656","4.451192855834961","24.689042806625366","23.653526306152344","25.773244857788086","0.677311971783638","0.660530149936676","0.6915941834449768","0.6385697722434998","0.6245865821838379","0.6523208618164062","36.26584815979004","35.561214447021484","37.52730941772461","0.6188649237155914","0.5949824452400208","0.6305630207061768","0.5826748237013817","0.5625898241996765","0.626523494720459","6.866911292076111","6.417970180511475","7.242503643035889","8.890466145106725","8.532829284667969","9.488316535949707"
"56000","4.430073440074921","4.252693176269531","4.615437984466553","24.751325845718384","24.103984832763672","25.4781436920166","0.6777619644999504","0.6359125375747681","0.697508692741394","0.6483009085059166","0.6268685460090637","0.663158118724823","36.55703020095825","34.543819427490234","37.8390007019043","0.6159024834632874","0.6051981449127197","0.6285359263420105","0.5951368734240532","0.5676727294921875","0.6207178831100464","6.826052606105804","6.494637489318848","7.134906768798828","8.934341430664062","8.579063415527344","9.387476921081543"
"58000","4.443240165710449","4.29455041885376","4.586538314819336","24.809834241867065","24.088462829589844","25.515769958496094","0.6686317101120949","0.6512548327445984","0.689038872718811","0.6451553553342819","0.6364919543266296","0.6520653367042542","36.28257131576538","35.61947250366211","36.990901947021484","0.6220535784959793","0.6051667332649231","0.6476996541023254","0.6065872758626938","0.5911476612091064","0.6240043044090271","6.909250736236572","6.6746745109558105","7.178114414215088","8.821011407034737","8.324431419372559","9.39676570892334"
"60000","4.371788203716278","4.270209312438965","4.465382099151611","25.01152801513672","24.200082778930664","25.572172164916992","0.6733447462320328","0.6444181799888611","0.715344250202179","0.6373345330357552","0.6244207620620728","0.649097204208374","36.63611602783203","35.83172607421875","37.678016662597656","0.6063206642866135","0.5773645043373108","0.6357267498970032","0.6053571626543999","0.5761510133743286","0.6380929350852966","6.809701979160309","6.5967326164245605","6.97835111618042","8.775077819824219","8.4202241897583","9.37182903289795"
"62000","4.3490864634513855","4.078999996185303","4.509105205535889","25.46285390853882","24.7331600189209","26.023313522338867","0.6726166605949402","0.6522587537765503","0.6860023736953735","0.6364588811993599","0.5968272686004639","0.6537750363349915","36.046101570129395","35.214962005615234","36.891204833984375","0.615082710981369","0.5828162431716919","0.6463927030563354","0.6140248402953148","0.5961822867393494","0.6242825388908386","6.8358147740364075","6.400204658508301","7.243400573730469","8.58874239240374","8.194331169128418","8.845749855041504"
"64000","4.330716609954834","4.141364574432373","4.480327129364014","24.5830717086792","22.91011619567871","25.606037139892578","0.6756522357463837","0.6679569482803345","0.6919141411781311","0.6385198533535004","0.6179336905479431","0.6705775260925293","36.253767013549805","34.90449142456055","37.072174072265625","0.6079289764165878","0.5751873850822449","0.6241292953491211","0.6145118698477745","0.5919815897941589","0.6396797895431519","6.7274362444877625","6.362211227416992","6.8997344970703125","8.820041247776576","8.433724403381348","9.19247817993164"
"66000","4.303197503089905","4.115655422210693","4.66615629196167","24.86619210243225","24.20989990234375","25.756820678710938","0.6776715740561485","0.6614877581596375","0.7248733043670654","0.6354109942913055","0.6071308851242065","0.6920015811920166","36.474220752716064","35.347755432128906","38.16263198852539","0.6093444749712944","0.5872675776481628","0.6509129405021667","0.6316549405455589","0.5958825945854187","0.6737943887710571","6.67844021320343","6.376430511474609","7.129112243652344","8.724706649780273","8.4585542678833","9.11303997039795"
"68000","4.431933343410492","4.342530727386475","4.641536235809326","25.505698442459106","24.398923873901367","26.158323287963867","0.6796469241380692","0.6589843034744263","0.6998701095581055","0.6479401737451553","0.6198636889457703","0.6907544136047363","36.754658699035645","35.67375183105469","38.634124755859375","0.5994165316224098","0.5582461953163147","0.629879891872406","0.6306321173906326","0.6023299098014832","0.6688269376754761","6.772785902023315","6.463196754455566","6.980494022369385","8.653411047799247","8.326170921325684","8.956974029541016"
"70000","4.354434370994568","4.1646246910095215","4.4474897384643555","25.160723209381104","24.075902938842773","26.13852882385254","0.670112244784832","0.6323901414871216","0.6923894286155701","0.6392946541309357","0.6217018961906433","0.6889079213142395","36.359596252441406","35.548912048339844","37.54903793334961","0.5930638536810875","0.5751345753669739","0.6189043521881104","0.6322166845202446","0.5920697450637817","0.6624388098716736","6.681893944740295","6.350905895233154","6.963772773742676","8.726108006068639","8.498629570007324","9.033797264099121"
"72000","4.367678940296173","4.267353534698486","4.590575695037842","25.085676908493042","23.9680233001709","26.133764266967773","0.6708371266722679","0.6301550269126892","0.6941443085670471","0.6359965577721596","0.6075549125671387","0.6866854429244995","36.40365648269653","35.570552825927734","37.08830261230469","0.5888244286179543","0.5615152716636658","0.6076602339744568","0.640295960009098","0.6173243522644043","0.6658939719200134","6.648655831813812","6.2835516929626465","7.052093029022217","8.516068458557129","8.112967491149902","8.649477005004883"
"74000","4.327424943447113","4.107935905456543","4.5449442863464355","25.144755125045776","24.016836166381836","26.537582397460938","0.6760558262467384","0.6649291515350342","0.6976721286773682","0.6386399194598198","0.6238345503807068","0.6967827677726746","36.98064184188843","35.80790328979492","37.58906936645508","0.5952501744031906","0.5691927075386047","0.6209813952445984","0.6518627554178238","0.6034275889396667","0.6997482180595398","6.617119550704956","6.304075241088867","6.812532901763916","8.604706764221191","8.406340599060059","8.799715042114258"
"76000","4.3480647802352905","4.210839748382568","4.5801286697387695","24.71836519241333","23.467071533203125","25.754257202148438","0.6777665093541145","0.6463165879249573","0.6985184550285339","0.6372237503528595","0.6230899691581726","0.6724799275398254","37.29902744293213","35.423091888427734","38.60390090942383","0.5760291963815689","0.5604226589202881","0.5922906994819641","0.653069332242012","0.6058804988861084","0.7059365510940552","6.7729984521865845","6.353050708770752","7.068360328674316","8.626588685171944","8.28538990020752","8.849396705627441"
"78000","4.376728951931","4.211601257324219","4.606698513031006","24.79526925086975","24.137466430664062","25.27100372314453","0.6719538047909737","0.6442312002182007","0.6954070329666138","0.629417710006237","0.6012078523635864","0.6573160290718079","36.7984561920166","35.268367767333984","37.59450912475586","0.5817873999476433","0.5621736645698547","0.5982409715652466","0.6460157930850983","0.5942399501800537","0.6877723932266235","6.737815022468567","6.461402893066406","7.036160945892334","8.648789542061943","8.250825881958008","9.116950035095215"
"80000","4.325520873069763","4.184811115264893","4.527232646942139","25.248101949691772","24.569883346557617","25.975006103515625","0.6696044281125069","0.6431505084037781","0.6950522065162659","0.6361072733998299","0.6021113991737366","0.6578021049499512","36.145012855529785","35.56539535522461","36.6502799987793","0.5780587866902351","0.5535328388214111","0.6071755290031433","0.6525684148073196","0.6117610931396484","0.736743152141571","6.721665978431702","6.400557994842529","7.081347942352295","8.789403370448522","8.416933059692383","9.093592643737793"
"82000","4.431870937347412","4.276010990142822","4.594229221343994","24.963640213012695","24.04030418395996","25.652729034423828","0.6709456518292427","0.6323643922805786","0.6959454417228699","0.6317141652107239","0.58942049741745","0.6619901657104492","36.8502721786499","36.45472717285156","37.44281005859375","0.569876991212368","0.534817099571228","0.5955305099487305","0.6581024453043938","0.6151970028877258","0.7156640887260437","6.71248859167099","6.4814066886901855","6.887087345123291","8.701363836015974","8.395453453063965","8.986676216125488"
"84000","4.383724272251129","4.267751693725586","4.496584415435791","25.213088035583496","24.553945541381836","25.933029174804688","0.6610619276762009","0.6394011974334717","0.6999518871307373","0.6392767950892448","0.6035600900650024","0.6749317049980164","36.67399883270264","35.945716857910156","37.31690216064453","0.5605211108922958","0.5457815527915955","0.5738893151283264","0.6453085765242577","0.6106197237968445","0.7111285328865051","6.749914228916168","6.472451686859131","6.974703311920166","8.562092781066895","8.388118743896484","8.719405174255371"
"86000","4.385209441184998","4.212822914123535","4.623147964477539","24.995779275894165","24.225074768066406","26.08798599243164","0.6570421457290649","0.6260387301445007","0.7037838101387024","0.6358387023210526","0.5765776634216309","0.6678871512413025","36.34800052642822","34.43447494506836","37.93982696533203","0.5613950490951538","0.5407940149307251","0.5933239459991455","0.6617029309272766","0.6188177466392517","0.7139437794685364","6.679730176925659","6.563116550445557","7.088600158691406","8.455954551696777","8.248144149780273","8.686477661132812"
"88000","4.316926419734955","4.092041492462158","4.520482063293457","25.247845888137817","24.081151962280273","25.992834091186523","0.6539425253868103","0.6389952898025513","0.6667574644088745","0.6324876323342323","0.5943230986595154","0.6465012431144714","36.21822118759155","35.047576904296875","38.1197624206543","0.5621909722685814","0.5295931696891785","0.5802164673805237","0.6601816713809967","0.6100309491157532","0.7195269465446472","6.615040123462677","6.443032741546631","6.793834686279297","8.552701677594866","8.224406242370605","8.716958999633789"
"90000","4.3601285219192505","4.159266471862793","4.533019065856934","25.086110591888428","23.587743759155273","26.400144577026367","0.6653551608324051","0.6345767378807068","0.7042636275291443","0.6290888711810112","0.6090035438537598","0.6442901492118835","36.718584060668945","35.40871047973633","39.110084533691406","0.5627468824386597","0.5399431586265564","0.5788211226463318","0.6425849869847298","0.6227315664291382","0.6690273284912109","6.609317481517792","6.463904857635498","6.911599636077881","8.694388525826591","8.3773775100708","9.095931053161621"
"92000","4.2583582401275635","4.0764899253845215","4.636294364929199","25.358794450759888","24.795217514038086","26.532358169555664","0.6542809084057808","0.6256272196769714","0.6830072999000549","0.6272525563836098","0.6070375442504883","0.6461530923843384","36.89250421524048","35.32487869262695","37.900943756103516","0.5535614714026451","0.5413131713867188","0.5767152905464172","0.6432778313755989","0.6103312373161316","0.6809658408164978","6.738333165645599","6.4091691970825195","7.096202850341797","8.69229234967913","8.323718070983887","8.936476707458496"
"94000","4.29303115606308","4.153738975524902","4.382881164550781","25.47225785255432","24.72120475769043","26.172103881835938","0.660441480576992","0.6413719654083252","0.6834315061569214","0.6254032105207443","0.6144212484359741","0.6455354690551758","36.48064613342285","34.94084930419922","38.05643844604492","0.5520633533596992","0.5293890237808228","0.590875506401062","0.6609152629971504","0.6167223453521729","0.7090330719947815","6.684458315372467","6.151743412017822","6.967703342437744","8.618430546351842","8.408823013305664","8.883318901062012"
"96000","4.268486976623535","4.082604885101318","4.53302526473999","24.769325017929077","23.90644073486328","25.737157821655273","0.6478918045759201","0.6165498495101929","0.662906289100647","0.6223635673522949","0.6069573760032654","0.6501860618591309","36.78388023376465","35.55476760864258","37.809608459472656","0.5396512895822525","0.5124716758728027","0.5588902831077576","0.6412649676203728","0.5994652509689331","0.6836220622062683","6.778950810432434","6.460777282714844","7.161239147186279","8.526308468409947","8.328692436218262","8.788222312927246"
"98000","4.299325346946716","4.058701992034912","4.511727333068848","24.64641046524048","24.046205520629883","25.43556785583496","0.6432964131236076","0.6044243574142456","0.6900543570518494","0.6190057098865509","0.5993539690971375","0.6404656767845154","36.71818733215332","36.0006217956543","37.52674102783203","0.5362003073096275","0.5117837190628052","0.5624225735664368","0.6410450860857964","0.6068140864372253","0.6643640398979187","6.657394230365753","6.213037967681885","6.9840312004089355","8.575832911900111","8.395877838134766","8.730582237243652"
"100000","4.379741132259369","4.182717323303223","4.492412090301514","24.87248730659485","24.044137954711914","25.974506378173828","0.646604023873806","0.6270850896835327","0.6618912220001221","0.6205606013536453","0.6064475774765015","0.6340482234954834","36.31532526016235","35.27787399291992","37.420074462890625","0.5353984236717224","0.5193623900413513","0.5462638139724731","0.6445386409759521","0.5900487303733826","0.7238799929618835","6.6802938580513","6.41884708404541","6.980987071990967","8.519470487322126","8.31406307220459","8.839079856872559"
"102000","4.3602458238601685","4.268708229064941","4.523886680603027","25.363709211349487","24.721712112426758","26.282657623291016","0.6489430665969849","0.6182103157043457","0.6833567023277283","0.626760832965374","0.6115902066230774","0.6387521028518677","36.64310073852539","34.56005859375","37.95159149169922","0.5379714369773865","0.5233908891677856","0.5575146079063416","0.641645535826683","0.6018791794776917","0.6760807633399963","6.6687304973602295","6.428621768951416","6.952591896057129","8.548144204275948","8.429533004760742","8.667119026184082"
